# simulated data with tau1 = 1.0, n1 = 50000.0, tau2 = 5.0, n2 = 10000.0
0.000000	52313.945980	558.569602
0.166667	44512.428016	515.316515
0.333333	37993.989153	475.589610
0.500000	31650.275470	439.109607
0.666667	27020.930097	405.619545
0.833333	23886.564755	374.882973
1.000000	19500.107902	346.682277
1.166667	16843.565228	320.817147
1.333333	14440.562830	297.103150
1.500000	12717.802526	275.370417
1.666667	10660.261947	255.462437
1.833333	9462.279179	237.234928
2.000000	8252.645007	220.554813
2.166667	6804.940336	205.299258
2.333333	6103.076446	191.354800
2.500000	5285.647631	178.616538
2.666667	4587.468156	166.987395
2.833333	4036.757962	156.377446
3.000000	3447.966456	146.703307
3.166667	3149.014447	137.887586
3.333333	2639.942993	129.858398
3.500000	2437.101002	122.548924
3.666667	2312.439829	115.897039
3.833333	1916.734452	109.844979
4.000000	1815.516960	104.339059
4.166667	1701.625791	99.329425
4.333333	1655.019249	94.769843
4.500000	1376.269340	90.617520
4.666667	1286.985857	86.832928
4.833333	1039.786707	83.379663
5.000000	976.863301	80.224294
5.166667	1014.612032	77.336225
5.333333	803.285207	74.687552
5.500000	903.082121	72.252920
5.666667	917.554207	70.009374
5.833333	827.215306	67.936210
6.000000	716.735112	66.014818
6.166667	650.166657	64.228531
6.333333	663.265931	62.562469
6.500000	688.684787	61.003387
6.666667	637.680215	59.539531
6.833333	638.137341	58.160495
7.000000	628.631741	56.857085
7.166667	509.883826	55.621202
7.333333	400.288665	54.445714
7.500000	516.438172	53.324359
7.666667	379.888127	52.251639
7.833333	455.701492	51.222735
8.000000	322.581528	50.233425
8.166667	433.662222	49.280013
8.333333	430.435507	48.359261
8.500000	465.774982	47.468335
8.666667	387.554902	46.604753
8.833333	250.759933	45.766341
9.000000	373.320722	44.951191
9.166667	339.217333	44.157629
9.333333	236.150043	43.384182
9.500000	288.416808	42.629555
9.666667	297.905899	41.892605
9.833333	253.901914	41.172320
10.000000	311.444206	40.467807
